image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,PrimaryColorFamily,language,Family,Shade,Interior/Exterior,cdp,Color Collection
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-205-moon-shadow-1516-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1516/moon-shadow,"['Moon Shadow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1516/moon-shadow,2024-07-21T23:58:04Z,Moon Shadow 1516 | Benjamin Moore,2024-07-21T23:58:03Z,Color,A charming neutral hue with hints of green.,d54e0bb35b2cc68c1ed939c161951ee60dd67e65,1,,"{'description': 'A charming <em>neutral</em> hue with hints of green.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242b9f164441f2195003abf,1516,Medium,Warm,CDCAB2,Moon Shadow,,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-210-fieldstone-1558-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1558/fieldstone,"['Fieldstone', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1558/fieldstone,2024-07-21T21:10:24Z,Fieldstone 1558 | Benjamin Moore,2024-07-21T21:10:24Z,Color,An organic neutral with an earthy green undertone.,ad2e6b5448d5dc1f7b9c27ceb7d68223b5ee9d62,1,,"{'description': 'An organic <em>neutral</em> with an earthy green undertone.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242b44564441f92fc005ced,1558,Medium,Cool,B0B0A5,Fieldstone,,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-186-terra-bella-AF-195-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/af-195/terra-bella,"['Terra Bella', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/af-195/terra-bella,2024-07-21T21:15:05Z,Terra Bella AF-195 | Benjamin Moore,2024-07-21T21:15:04Z,Color,A touch of orange enlivens this compelling neutral.,e4e432edea81d4a3afc7272eaa12c9fb245e32d3,1,,{'description': 'A touch of orange enlivens this compelling <em>neutral</em>.'},6242ef8f64441f9408003c8f,AF-195,Medium,Warm,DDBE9F,Terra Bella,Peach,Orange,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-197-seaside-sand-2110-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2110-40/seaside-sand,"['Seaside Sand', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2110-40/seaside-sand,2024-07-21T21:15:46Z,Seaside Sand 2110-40 | Benjamin Moore,2024-07-21T21:15:45Z,Color,"A deep, dusty mauve that verges on a neutral.",016917bed1901c2c808cd463e955f44c4983e72b,1,,"{'description': 'A deep, dusty mauve that verges on a <em>neutral</em>.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242e5ab196a674fa289588f,2110-40,Medium,Warm,B59D94,Seaside Sand,Pink,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-204-gargoyle-1546-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1546/gargoyle,"['Gargoyle', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1546/gargoyle,2024-07-21T22:23:03Z,Gargoyle 1546 | Benjamin Moore,2024-07-21T22:23:03Z,Color,A saturated neutral with an organic brown undertone.,77f8013486c990b65a4f3567ddaea6866d2d8c93,1,,"{'description': 'A saturated <em>neutral</em> with an organic brown undertone.', 'PrimaryColorFamily': '<em>Neutral</em>'}",624259d3e7b9d244c80f3e7e,1546,Dark,Cool,7C7567,Gargoyle,Brown,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-209-stonybrook-1566-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1566/stonybrook,"['Stonybrook', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1566/stonybrook,2024-07-22T04:02:38Z,Stonybrook 1566 | Benjamin Moore,2024-07-22T04:02:38Z,Color,A balanced neutral with undertones of blue and green.,87a652bad78ff4726a847543f4263db3b5f798fa,1,,"{'description': 'A balanced <em>neutral</em> with undertones of blue and green.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62425834196a6701d9894f10,1566,Medium,Cool,8B9490,Stonybrook,,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-199-carrington-beige-HC-93-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-93/carrington-beige,"['Carrington Beige', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-93/carrington-beige,2024-07-22T01:26:22Z,Carrington Beige HC-93 | Benjamin Moore,2024-07-22T01:26:22Z,Color,A light neutral with a whisper of green undertone.,0ab441d8fa46e7c3e4883fee6e486c73414c3ab0,1,,"{'description': 'A light <em>neutral</em> with a whisper of green undertone.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62426fbe64441f0ce5005daa,HC-93,Light,Warm,DAD1B7,Carrington Beige,Yellow,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-230-squirrel-tail-1476-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1476/squirrel-tail,"['Squirrel Tail', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1476/squirrel-tail,2024-07-21T21:09:42Z,Squirrel Tail 1476 | Benjamin Moore,2024-07-21T21:09:41Z,Color,Toasted brown undertones warm this balanced neutral.,8113c3d405ea6b7a3384de624e90ca146a4dee4e,1,,"{'description': 'Toasted brown undertones warm this balanced <em>neutral</em>.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242a44664441f72c5003973,1476,Medium,Warm,8D887A,Squirrel Tail,Brown,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-252-sonnet-AF-55-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/af-55/sonnet,"['Sonnet', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/af-55/sonnet,2024-07-21T21:12:02Z,Sonnet AF-55 | Benjamin Moore,2024-07-21T21:12:01Z,Color,Hushed pink tones distinguish this versatile neutral.,f1efc83bc7df140ac7b45f61356c9e5e9397e510,1,,"{'description': 'Hushed pink tones distinguish this versatile <em>neutral</em>.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62426e35e7b9d28de20f3e33,AF-55,Light,Warm,E3DBCD,Sonnet,Pink,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-184-wildwood-crest-1538-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1538/wildwood-crest,"['Wildwood Crest', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1538/wildwood-crest,2024-07-22T02:55:20Z,Wildwood Crest 1538 | Benjamin Moore,2024-07-22T02:55:20Z,Color,A versatile grayish neutral with a soft green cast.,ef5de1e4b4b93308b791a2e277ed017017740d11,1,,"{'description': 'A versatile grayish <em>neutral</em> with a soft green cast.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242af0264441f96fd005131,1538,Medium,Cool,918A78,Wildwood Crest,Brown,Neutral,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-033-love-&-happiness-1191-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1191/love-happiness,"['Love & Happiness', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1191/love-happiness,2024-07-22T02:57:36Z,Love & Happiness 1191 | Benjamin Moore,2024-07-22T02:57:35Z,Color,"An effortless neutral, this warm beige features notes of pink.",9cfd162976400c8698e8214cd99be9dcde2bd08f,1,,"{'description': 'An effortless <em>neutral</em>, this warm beige features notes of pink.'}",6436675628ccbcbcccf50ee7,1191,Light,Warm,F2D9CC,Love & Happiness,Pink,Red,,,,,,
