image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,PrimaryColorFamily,language,Family,Shade,Interior/Exterior,cdp,Color Collection,Opacity,Mood,Project,Style
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-104-heather-gray-2139-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2139-40/heather-gray,"['Heather Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2139-40/heather-gray,2024-07-21T22:57:33Z,Heather Gray 2139-40 | Benjamin Moore,2024-07-21T22:57:33Z,Color,A medium gray with appealing sage undertones.,217789cb2135410c17cf8ee548c703b5aa46b1c3,1,,"{'title': 'Heather <em>Gray</em> 2139-40 | Benjamin Moore', 'sections': 'Heather <em>Gray</em>', 'description': 'A medium <em>gray</em> with appealing sage undertones.', 'color_name': 'Heather <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2139-40&#x2F;heather-<em>gray</em>'}",6242ac75196a670e1d895ac0,2139-40,Medium,Cool,99A196,Heather Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-127-gray-pinstripe-1588-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1588/gray-pinstripe,"['Gray Pinstripe', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1588/gray-pinstripe,2024-07-22T02:54:06Z,Gray Pinstripe 1588 | Benjamin Moore,2024-07-22T02:54:06Z,Color,A deep gray with a subtle blue cast reminiscent of the classic suit.,2bd11aa6eb8a837bdd3052e72c1c079d9ecf631f,1,,"{'title': '<em>Gray</em> Pinstripe 1588 | Benjamin Moore', 'sections': '<em>Gray</em> Pinstripe', 'description': 'A deep <em>gray</em> with a subtle blue cast reminiscent of the classic suit.', 'color_name': '<em>Gray</em> Pinstripe', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1588&#x2F;<em>gray</em>-pinstripe'}",62427f1328ccbcfc35dda298,1588,Medium,Cool,788181,Gray Pinstripe,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-222-gray-mountain-1462-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1462/gray-mountain,"['Gray Mountain', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1462/gray-mountain,2024-07-22T02:54:10Z,Gray Mountain 1462 | Benjamin Moore,2024-07-22T02:54:08Z,Color,"This deep gray features a slightly warm undertone, reminiscent of a stormy mountaintop.",73b184b8a171f76319286829e5fab72f55924be6,1,,"{'title': '<em>Gray</em> Mountain 1462 | Benjamin Moore', 'sections': '<em>Gray</em> Mountain', 'description': 'This deep <em>gray</em> features a slightly warm undertone, reminiscent of a stormy mountaintop.', 'color_name': '<em>Gray</em> Mountain', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1462&#x2F;<em>gray</em>-mountain', 'Undertone': '<em>Gray</em>'}",62425927196a67782a8954bf,1462,Dark,Warm,797271,Gray Mountain,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-201-equestrian-gray-1553-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1553/equestrian-gray,"['Equestrian Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1553/equestrian-gray,2024-07-22T02:50:09Z,Equestrian Gray 1553 | Benjamin Moore,2024-07-22T02:50:09Z,Color,"Reminiscent of a horse's smooth coat, this warm neutral features hints of brown and gray.",86ffb17af97a84573fc75284dd1e5b83bed27842,1,,"{'title': 'Equestrian <em>Gray</em> 1553 | Benjamin Moore', 'sections': 'Equestrian <em>Gray</em>', 'description': 'Reminiscent of a horse&#x27;s smooth coat, this warm neutral features hints of brown and <em>gray</em>.', 'color_name': 'Equestrian <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1553&#x2F;equestrian-<em>gray</em>'}",6242f09ae7b9d229530f5fe1,1553,Medium,Warm,908878,Equestrian Gray,Brown,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-212-sabre-gray-1482-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1482/sabre-gray,"['Sabre Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1482/sabre-gray,2024-07-21T21:02:27Z,Sabre Gray 1482 | Benjamin Moore,2024-07-21T21:02:27Z,Color,"A cool, steely-gray mid-tone with just the right amount of depth.",b1140ba6d33f06b7dd80f6eed4c49be68b77e190,1,,"{'title': 'Sabre <em>Gray</em> 1482 | Benjamin Moore', 'sections': 'Sabre <em>Gray</em>', 'description': 'A cool, steely-<em>gray</em> mid-tone with just the right amount of depth.', 'color_name': 'Sabre <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1482&#x2F;sabre-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242650c196a67851e8962f8,1482,Medium,Cool,A4A79E,Sabre Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-215-shaker-gray-1594-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1594/shaker-gray,"['Shaker Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1594/shaker-gray,2024-07-21T22:36:17Z,Shaker Gray 1594 | Benjamin Moore,2024-07-21T22:36:17Z,Color,Understated elegance defines this rich mid-tone gray with a hint of cool blue.,068949e5b15bd77d1ef52a4655af3a074347d581,1,,"{'title': 'Shaker <em>Gray</em> 1594 | Benjamin Moore', 'sections': 'Shaker <em>Gray</em>', 'description': 'Understated elegance defines this rich mid-tone <em>gray</em> with a hint of cool blue.', 'color_name': 'Shaker <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1594&#x2F;shaker-<em>gray</em>'}",624288d764441f54c7004fb1,1594,Medium,Cool,83898A,Shaker Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-201-classic-gray-1548-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1548/classic-gray,"['Classic Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1548/classic-gray,2024-07-21T22:47:25Z,Classic Gray 1548 | Benjamin Moore,2024-07-21T22:47:24Z,Color,An ultra-light shade of gray that can also function as an off-white.,5a2dd30b5a698a9a6d6728cd838df1a4185b3892,1,,"{'title': 'Classic <em>Gray</em> 1548 | Benjamin Moore', 'sections': 'Classic <em>Gray</em>', 'description': 'An ultra-light shade of <em>gray</em> that can also function as an off-white.', 'color_name': 'Classic <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1548&#x2F;classic-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242bdeb28ccbcd0a3dd99f5,1548,Light,Cool,E3E0D7,Classic Gray,Gray,White,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-161-gentle-gray-1626-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1626/gentle-gray,"['Gentle Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1626/gentle-gray,2024-07-21T22:46:30Z,Gentle Gray 1626 | Benjamin Moore,2024-07-21T22:46:30Z,Color,A pale blue with a gentle touch of gray offers a winning hue easy-going appeal.,dcf71178972d8120f908ce0f46eb493f0d4dcf86,1,,"{'title': 'Gentle <em>Gray</em> 1626 | Benjamin Moore', 'sections': 'Gentle <em>Gray</em>', 'description': 'A pale blue with a gentle touch of <em>gray</em> offers a winning hue easy-going appeal.', 'color_name': 'Gentle <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1626&#x2F;gentle-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242aa0b196a67bb1a895062,1626,Light,Cool,C0CACD,Gentle Gray,Gray,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-208-gray-wisp-1570-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1570/gray-wisp,"['Gray Wisp', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1570/gray-wisp,2024-07-22T04:24:37Z,Gray Wisp 1570 | Benjamin Moore,2024-07-22T04:24:36Z,Color,This light gray gets its calm from a drop of aloe green.,b64710b50f59aef02cafb7edf20179223f95fe5a,1,,"{'title': '<em>Gray</em> Wisp 1570 | Benjamin Moore', 'sections': '<em>Gray</em> Wisp', 'description': 'This light <em>gray</em> gets its calm from a drop of aloe green.', 'color_name': '<em>Gray</em> Wisp', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1570&#x2F;<em>gray</em>-wisp', 'Undertone': '<em>Gray</em>'}",6242ac9328ccbc0b10dd95b9,1570,Medium,Cool,BFC6BB,Gray Wisp,Gray,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-220-gray-cardigan-1600-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1600/gray-cardigan,"['Gray Cardigan', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1600/gray-cardigan,2024-07-22T01:49:32Z,Gray Cardigan 1600 | Benjamin Moore,2024-07-22T01:49:31Z,Color,This cool gray neutral evokes the silvery fur of a wolf.,46c82ec50c551cdfb19e3c78c1c455be54768a39,1,,"{'title': '<em>Gray</em> Cardigan 1600 | Benjamin Moore', 'sections': '<em>Gray</em> Cardigan', 'description': 'This cool <em>gray</em> neutral evokes the silvery fur of a wolf.', 'color_name': '<em>Gray</em> Cardigan', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1600&#x2F;<em>gray</em>-cardigan', 'Undertone': '<em>Gray</em>'}",65c1dc0a64441f3f338e6fe9,1600,Medium,Cool,9A9F9E,Gray Cardigan,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-222-metro-gray-1459-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1459/metro-gray,"['Metro Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1459/metro-gray,2024-07-22T01:49:29Z,Metro Gray 1459 | Benjamin Moore,2024-07-22T01:49:28Z,Color,This hazy gray hue is reminiscent of a foggy city morning.,19a07f94c15a7d99d1a3db83f98109459652db49,1,,"{'title': 'Metro <em>Gray</em> 1459 | Benjamin Moore', 'sections': 'Metro <em>Gray</em>', 'description': 'This hazy <em>gray</em> hue is reminiscent of a foggy city morning.', 'color_name': 'Metro <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1459&#x2F;metro-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242723264441f0d5b005638,1459,Light,Cool,CACAC8,Metro Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-196-sandlot-gray-2107-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2107-50/sandlot-gray,"['Sandlot Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2107-50/sandlot-gray,2024-07-21T20:04:39Z,Sandlot Gray 2107-50 | Benjamin Moore,2024-07-21T20:04:39Z,Color,"A medium gray with warm, comforting mauve undertones.",e01c4e6ce74ca2cf2507042766d6f6a407dc6b83,1,,"{'title': 'Sandlot <em>Gray</em> 2107-50 | Benjamin Moore', 'sections': 'Sandlot <em>Gray</em>', 'description': 'A medium <em>gray</em> with warm, comforting mauve undertones.', 'color_name': 'Sandlot <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2107-50&#x2F;sandlot-<em>gray</em>'}",6242a65264441f096b005570,2107-50,Medium,Warm,BDAFA6,Sandlot Gray,Brown,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-232-distant-gray-2124-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2124-70/distant-gray,"['Distant Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2124-70/distant-gray,2024-07-21T23:25:51Z,Distant Gray 2124-70 | Benjamin Moore,2024-07-21T23:25:50Z,Color,A classic bright white with a hint of blue-gray.,e742801f315e078424d3b352a86141cd685fc9b8,1,,"{'title': 'Distant <em>Gray</em> 2124-70 | Benjamin Moore', 'sections': 'Distant <em>Gray</em>', 'description': 'A classic bright white with a hint of blue-<em>gray</em>.', 'color_name': 'Distant <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2124-70&#x2F;distant-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",62425edf196a6727f089663b,2124-70,Light,Cool,F2F4F1,Distant Gray,Gray,White,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-229-wolf-gray-2127-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2127-40/wolf-gray,"['Wolf Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2127-40/wolf-gray,2024-07-22T00:34:54Z,Wolf Gray 2127-40 | Benjamin Moore,2024-07-22T00:34:53Z,Color,"Rich and dark, this gray has a commanding presence.",62f08026ca244809eaa0fac3fb765f90bcbbc7f5,1,,"{'title': 'Wolf <em>Gray</em> 2127-40 | Benjamin Moore', 'sections': 'Wolf <em>Gray</em>', 'description': 'Rich and dark, this <em>gray</em> has a commanding presence.', 'color_name': 'Wolf <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2127-40&#x2F;wolf-<em>gray</em>'}",62f7eddc196a6736805bb619,2127-40,Dark,Cool,727C83,Wolf Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-232-misty-gray-2124-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2124-60/misty-gray,"['Misty Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2124-60/misty-gray,2024-07-21T22:24:24Z,Misty Gray 2124-60 | Benjamin Moore,2024-07-21T22:24:24Z,Color,A vaporous pale gray with a softly cool cast.,31168f8e75e0fe4bbd4ac8668c809fd83c4aca12,1,,"{'title': 'Misty <em>Gray</em> 2124-60 | Benjamin Moore', 'sections': 'Misty <em>Gray</em>', 'description': 'A vaporous pale <em>gray</em> with a softly cool cast.', 'color_name': 'Misty <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2124-60&#x2F;misty-<em>gray</em>'}",6242b9b5196a67ac948952ad,2124-60,Light,Cool,E8EBEA,Misty Gray,,White,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-184-litchfield-gray-HC-78-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-78/litchfield-gray,"['Litchfield Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-78/litchfield-gray,2024-07-22T01:15:33Z,Litchfield Gray HC-78 | Benjamin Moore,2024-07-22T01:15:33Z,Color,A lavender-pink tinge characterizes this unique gray tone.,0e33b99622ee9dacf851ead515abfb24c5455488,1,,"{'title': 'Litchfield <em>Gray</em> HC-78 | Benjamin Moore', 'sections': 'Litchfield <em>Gray</em>', 'description': 'A lavender-pink tinge characterizes this unique <em>gray</em> tone.', 'color_name': 'Litchfield <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-78&#x2F;litchfield-<em>gray</em>'}",6242f81de7b9d201e60f6219,HC-78,Light,Cool,D5CABB,Litchfield Gray,Pink,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-209-knoxville-gray-HC-160-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-160/knoxville-gray,"['Knoxville Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-160/knoxville-gray,2024-07-22T01:14:32Z,Knoxville Gray HC-160 | Benjamin Moore,2024-07-22T01:14:31Z,Color,An alluring blue-green with a heavy dose of gray.,a06fab4569e20b45434c469df6cc2e54ae63515c,1,,"{'title': 'Knoxville <em>Gray</em> HC-160 | Benjamin Moore', 'sections': 'Knoxville <em>Gray</em>', 'description': 'An alluring blue-green with a heavy dose of <em>gray</em>.', 'color_name': 'Knoxville <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-160&#x2F;knoxville-<em>gray</em>'}",6242ac5e28ccbc3eefdda4bb,HC-160,Dark,Cool,5E6C6C,Knoxville Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-232-trout-gray-2124-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2124-20/trout-gray,"['Trout Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2124-20/trout-gray,2024-07-22T02:56:49Z,Trout Gray 2124-20 | Benjamin Moore,2024-07-22T02:56:48Z,Color,A charcoal gray with a slightly cool cast.,2a20b52ebc18671e9c3c398166e309f5aa7cdf12,1,,"{'title': 'Trout <em>Gray</em> 2124-20 | Benjamin Moore', 'sections': 'Trout <em>Gray</em>', 'description': 'A charcoal <em>gray</em> with a slightly cool cast.', 'color_name': 'Trout <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2124-20&#x2F;trout-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242b2cfe7b9d29e630f416d,2124-20,Dark,Cool,696D70,Trout Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-227-pigeon-gray-2133-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2133-50/pigeon-gray,"['Pigeon Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2133-50/pigeon-gray,2024-07-21T21:22:04Z,Pigeon Gray 2133-50 | Benjamin Moore,2024-07-21T21:22:03Z,Color,A ubiquitous medium gray with a touch of violet undertone.,9635e2ca5557d8a5970366916dd306ee36dd6ca3,1,,"{'title': 'Pigeon <em>Gray</em> 2133-50 | Benjamin Moore', 'sections': 'Pigeon <em>Gray</em>', 'description': 'A ubiquitous medium <em>gray</em> with a touch of violet undertone.', 'color_name': 'Pigeon <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2133-50&#x2F;pigeon-<em>gray</em>'}",62425b7164441fa921003d55,2133-50,Medium,Cool,AAAEB3,Pigeon Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-210-gettysburg-gray-HC-107-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-107/gettysburg-gray,"['Gettysburg Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-107/gettysburg-gray,2024-07-21T22:47:25Z,Gettysburg Gray HC-107 | Benjamin Moore,2024-07-21T22:47:24Z,Color,An intriguing neutral that blends gray and green.,d8ae721af7856d7a0d2a705a63587cb392b14cd0,1,,"{'title': 'Gettysburg <em>Gray</em> HC-107 | Benjamin Moore', 'sections': 'Gettysburg <em>Gray</em>', 'description': 'An intriguing neutral that blends <em>gray</em> and green.', 'color_name': 'Gettysburg <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-107&#x2F;gettysburg-<em>gray</em>'}",6242782628ccbcf409dd99f0,HC-107,Medium,Warm,9A9684,Gettysburg Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-227-sidewalk-gray-2133-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2133-60/sidewalk-gray,"['Sidewalk Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2133-60/sidewalk-gray,2024-07-21T21:21:20Z,Sidewalk Gray 2133-60 | Benjamin Moore,2024-07-21T21:21:20Z,Color,"A cool, sharp cast defines this light shade of gray.",e181d7acb883a933226686f1b13cbdb23093c4f3,1,,"{'title': 'Sidewalk <em>Gray</em> 2133-60 | Benjamin Moore', 'sections': 'Sidewalk <em>Gray</em>', 'description': 'A cool, sharp cast defines this light shade of <em>gray</em>.', 'color_name': 'Sidewalk <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2133-60&#x2F;sidewalk-<em>gray</em>'}",62427ec128ccbc48bcddb17b,2133-60,Light,Cool,CBCED0,Sidewalk Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-189-clarksville-gray-HC-102-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-102/clarksville-gray,"['Clarksville Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-102/clarksville-gray,2024-07-22T04:20:58Z,Clarksville Gray HC-102 | Benjamin Moore,2024-07-22T04:20:57Z,Color,A greenish neutral that verges on a warm gray.,f6c59c8f11cea75d1a4557a0c0c9287c0f0e52fd,1,,"{'title': 'Clarksville <em>Gray</em> HC-102 | Benjamin Moore', 'sections': 'Clarksville <em>Gray</em>', 'description': 'A greenish neutral that verges on a warm <em>gray</em>.', 'color_name': 'Clarksville <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-102&#x2F;clarksville-<em>gray</em>'}",62429f3728ccbc9a61ddb5cb,HC-102,Medium,Warm,B2A990,Clarksville Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-234-smoke-gray-2120-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2120-40/smoke-gray,"['Smoke Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2120-40/smoke-gray,2024-07-22T03:42:10Z,Smoke Gray 2120-40 | Benjamin Moore,2024-07-22T03:42:09Z,Color,A dark gray steeped in moody blue undertones.,5e4647239f307bfb72bbf5d046ac1421c62c331c,1,,"{'title': 'Smoke <em>Gray</em> 2120-40 | Benjamin Moore', 'sections': 'Smoke <em>Gray</em>', 'description': 'A dark <em>gray</em> steeped in moody blue undertones.', 'color_name': 'Smoke <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2120-40&#x2F;smoke-<em>gray</em>'}",62424f5fe7b9d2cc330f5862,2120-40,Dark,Cool,757B82,Smoke Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-232-bunny-gray-2124-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2124-50/bunny-gray,"['Bunny Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2124-50/bunny-gray,2024-07-22T03:46:14Z,Bunny Gray 2124-50 | Benjamin Moore,2024-07-22T03:46:14Z,Color,A wink of blue enlivens this feathery soft gray.,684f051e9dc50ef877bde0131e4818eaf86b68ed,1,,"{'title': 'Bunny <em>Gray</em> 2124-50 | Benjamin Moore', 'sections': 'Bunny <em>Gray</em>', 'description': 'A wink of blue enlivens this feathery soft <em>gray</em>.', 'color_name': 'Bunny <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2124-50&#x2F;bunny-<em>gray</em>'}",6242625528ccbc3634ddb254,2124-50,Light,Cool,D6DBDC,Bunny Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-105-horizon-gray-2141-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2141-50/horizon-gray,"['Horizon Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2141-50/horizon-gray,2024-07-21T22:57:33Z,Horizon Gray 2141-50 | Benjamin Moore,2024-07-21T22:57:33Z,Color,A touch of sage gives this medium gray interesting depth.,0d3063f3fbde35060dff3dcc732edb81a47f9d4f,1,,"{'title': 'Horizon <em>Gray</em> 2141-50 | Benjamin Moore', 'sections': 'Horizon <em>Gray</em>', 'description': 'A touch of sage gives this medium <em>gray</em> interesting depth.', 'color_name': 'Horizon <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2141-50&#x2F;horizon-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",62426425196a67d2e5894efa,2141-50,Medium,Cool,BFC0B1,Horizon Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-218-silver-gray-2131-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2131-60/silver-gray,"['Silver Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2131-60/silver-gray,2024-07-22T00:15:39Z,Silver Gray 2131-60 | Benjamin Moore,2024-07-22T00:15:38Z,Color,A pale gray that glistens with blue-green undertones.,a455a3ba0c23df2fd75701962831e32504c164b3,1,,"{'title': 'Silver <em>Gray</em> 2131-60 | Benjamin Moore', 'sections': 'Silver <em>Gray</em>', 'description': 'A pale <em>gray</em> that glistens with blue-green undertones.', 'color_name': 'Silver <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2131-60&#x2F;silver-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",624266e228ccbc664fddbd0d,2131-60,Light,Cool,C4CFD2,Silver Gray,Gray,,,,,,,,,,,
