image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,Family,Shade,Interior/Exterior,cdp,Color Collection,PrimaryColorFamily,Mood,Project,Style
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-122-mayan-green-615-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/615/mayan-green,"['Mayan Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/615/mayan-green,2024-07-22T04:08:20Z,Mayan Green 615 | Benjamin Moore,2024-07-03T14:03:09Z,Color,A radiant jade green with a bouncy blue cast.,d1c7e1893d937df3d76f9b27e2d3c369e3ebc1dd,1,,"{'title': 'Mayan <em>Green</em> 615 | Benjamin Moore', 'sections': 'Mayan <em>Green</em>', 'description': 'A radiant jade <em>green</em> with a bouncy blue cast.', 'color_name': 'Mayan <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;615&#x2F;mayan-<em>green</em>'}",6338f20d28ccbc7eec59d9c9,615,Medium,Cool,00B998,Mayan Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-105-desert-green-443-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/443/desert-green,"['Desert Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/443/desert-green,2024-07-21T23:44:16Z,Desert Green 443 | Benjamin Moore,2024-07-21T23:44:16Z,Color,A light green shaded with hushed gray tones.,223233be1c8fa60d652d9f4d2e57f97ccd69941f,1,,"{'title': 'Desert <em>Green</em> 443 | Benjamin Moore', 'sections': 'Desert <em>Green</em>', 'description': 'A light <em>green</em> shaded with hushed gray tones.', 'color_name': 'Desert <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;443&#x2F;desert-<em>green</em>'}",62427cdce7b9d2ab100f3d32,443,Medium,Cool,BAC9B4,Desert Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-111-green-wave-681-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/681/green-wave,"['Green Wave', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/681/green-wave,2024-07-22T02:11:46Z,Green Wave 681 | Benjamin Moore,2024-07-22T02:11:46Z,Color,"A soft wash of green, this light hue exudes tranquility.",29148c1663a160eb2e5e19662917f55511c7f856,1,,"{'title': '<em>Green</em> Wave 681 | Benjamin Moore', 'sections': '<em>Green</em> Wave', 'description': 'A soft wash of <em>green</em>, this light hue exudes tranquility.', 'color_name': '<em>Green</em> Wave', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;681&#x2F;<em>green</em>-wave'}",6243023de7b9d27c9d0f447b,681,Light,Cool,C2DAD3,Green Wave,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-094-adirondack-green-453-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/453/adirondack-green,"['Adirondack Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/453/adirondack-green,2024-07-22T01:57:34Z,Adirondack Green 453 | Benjamin Moore,2024-07-22T01:57:33Z,Color,"Earthy and subdued, this forest green offers broad versatility.",fdba355acd6e3f972e277f85c4d4aaa1b9702761,1,,"{'title': 'Adirondack <em>Green</em> 453 | Benjamin Moore', 'sections': 'Adirondack <em>Green</em>', 'description': 'Earthy and subdued, this forest <em>green</em> offers broad versatility.', 'color_name': 'Adirondack <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;453&#x2F;adirondack-<em>green</em>'}",62425be2e7b9d208b00f467a,453,Medium,Cool,88977E,Adirondack Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-081-oreilly-green-555-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/555/oreilly-green,"[""O'Reilly Green"", 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/555/oreilly-green,2024-07-30T23:01:46Z,O'Reilly Green 555 | Benjamin Moore,2024-07-30T23:01:45Z,Color,"A light, yellow-tinged green that almost glows.",e6948a22214b6a92641521f777fdc03de5de724a,1,,"{'title': 'O&#x27;Reilly <em>Green</em> 555 | Benjamin Moore', 'sections': 'O&#x27;Reilly <em>Green</em>', 'description': 'A light, yellow-tinged <em>green</em> that almost glows.', 'color_name': 'O&#x27;Reilly <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;555&#x2F;oreilly-<em>green</em>', 'Family': '<em>Green</em>'}",6242ead928ccbc5a50dd9735,555,,,CEEBB9,O'Reilly Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-098-pastel-green-548-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/548/pastel-green,"['Pastel Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/548/pastel-green,2024-07-30T20:39:34Z,Pastel Green 548 | Benjamin Moore,2024-07-30T20:39:34Z,Color,A vivid spearmint green that can instantly awaken a space.,3f72494be05cb799d6f2e0290df04eac92c2daa7,1,,"{'title': 'Pastel <em>Green</em> 548 | Benjamin Moore', 'sections': 'Pastel <em>Green</em>', 'description': 'A vivid spearmint <em>green</em> that can instantly awaken a space.', 'color_name': 'Pastel <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;548&#x2F;pastel-<em>green</em>', 'Family': '<em>Green</em>'}",6242d38a196a67dc0e896c1c,548,,,C9E6C0,Pastel Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-114-highlands-green-650-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/650/highlands-green,"['Highlands Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/650/highlands-green,2024-07-30T13:08:22Z,Highlands Green 650 | Benjamin Moore,2024-07-30T13:08:22Z,Color,"A lush, majestic green reminiscent of the Scottish Highlands.",5c57a64a05d9f90e38b6a19230fc8949dd7d75d7,1,,"{'title': 'Highlands <em>Green</em> 650 | Benjamin Moore', 'sections': 'Highlands <em>Green</em>', 'description': 'A lush, majestic <em>green</em> reminiscent of the Scottish Highlands.', 'color_name': 'Highlands <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;650&#x2F;highlands-<em>green</em>', 'Family': '<em>Green</em>'}",6243051464441fdd20005fa3,650,,,3B7E6F,Highlands Green,,,Green,Dark,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-114-hannity-green-646-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/646/hannity-green,"['Hannity Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/646/hannity-green,2024-07-30T15:16:19Z,Hannity Green 646 | Benjamin Moore,2024-07-30T15:16:19Z,Color,A refreshing sea blue splashed with a hint of green.,c60c862e806f11b8ea5a53812a064559ae43eda3,1,,"{'title': 'Hannity <em>Green</em> 646 | Benjamin Moore', 'sections': 'Hannity <em>Green</em>', 'description': 'A refreshing sea blue splashed with a hint of <em>green</em>.', 'color_name': 'Hannity <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;646&#x2F;hannity-<em>green</em>', 'Family': '<em>Green</em>'}",6243050a28ccbc273fddaae5,646,,,BCE3D7,Hannity Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-102-garland-green-429-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/429/garland-green,"['Garland Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/429/garland-green,2024-07-30T15:06:41Z,Garland Green 429 | Benjamin Moore,2024-07-30T15:06:40Z,Color,"A pale, chalky green with a pleasing gray cast.",11af85d04c549f12385674c16bf3a70334343a2b,1,,"{'title': 'Garland <em>Green</em> 429 | Benjamin Moore', 'sections': 'Garland <em>Green</em>', 'description': 'A pale, chalky <em>green</em> with a pleasing gray cast.', 'color_name': 'Garland <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;429&#x2F;garland-<em>green</em>', 'Family': '<em>Green</em>'}",6242ef8d196a674460894e3f,429,,,D2DFBF,Garland Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-riverdale-green-415-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/415/riverdale-green,"['Riverdale Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/415/riverdale-green,2024-07-30T15:20:08Z,Riverdale Green 415 | Benjamin Moore,2024-07-30T15:20:07Z,Color,A pale hue that glows with yellow and green tones.,e72787ac6539a0d1cd05e4f01a69a54bd87c4447,1,,"{'title': 'Riverdale <em>Green</em> 415 | Benjamin Moore', 'sections': 'Riverdale <em>Green</em>', 'description': 'A pale hue that glows with yellow and <em>green</em> tones.', 'color_name': 'Riverdale <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;415&#x2F;riverdale-<em>green</em>', 'Family': '<em>Green</em>'}",6243174d28ccbc579ddda58d,415,,,E1F0BA,Riverdale Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-gothic-green-637-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/637/gothic-green,"['Gothic Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/637/gothic-green,2024-07-30T15:51:59Z,Gothic Green 637 | Benjamin Moore,2024-07-30T15:51:59Z,Color,"Dark and shaded, this forest green is full of intrigue.",9edcc7b69b37e09360fc6bfb7b5725d880ca6b90,1,,"{'title': 'Gothic <em>Green</em> 637 | Benjamin Moore', 'sections': 'Gothic <em>Green</em>', 'description': 'Dark and shaded, this forest <em>green</em> is full of intrigue.', 'color_name': 'Gothic <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;637&#x2F;gothic-<em>green</em>', 'Family': '<em>Green</em>'}",6242da1228ccbc9336dd9baa,637,,,56705F,Gothic Green,,,Green,Dark,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-126-neptune-green-658-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/658/neptune-green,"['Neptune Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/658/neptune-green,2024-07-31T03:00:59Z,Neptune Green 658 | Benjamin Moore,2024-07-31T03:00:59Z,Color,A saturated green deepened with a touch of blue.,4aff170369d8efdba7bbd2983cb355a7f4e53104,1,,"{'title': 'Neptune <em>Green</em> 658 | Benjamin Moore', 'sections': 'Neptune <em>Green</em>', 'description': 'A saturated <em>green</em> deepened with a touch of blue.', 'color_name': 'Neptune <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;658&#x2F;neptune-<em>green</em>', 'Family': '<em>Green</em>'}",6243199f196a677fea89604d,658,,,009181,Neptune Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-peale-green-HC-121-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-121/peale-green,"['Peale Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-121/peale-green,2024-07-30T15:51:59Z,Peale Green HC-121 | Benjamin Moore,2024-07-30T15:51:59Z,Color,"An earthy, classic forest green.",44b6f07127979229089273c2c7f71c48807b5163,1,,"{'title': 'Peale <em>Green</em> HC-121 | Benjamin Moore', 'sections': 'Peale <em>Green</em>', 'description': 'An earthy, classic forest <em>green</em>.', 'color_name': 'Peale <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-121&#x2F;peale-<em>green</em>', 'Family': '<em>Green</em>'}",6242da12196a673e5a8957b2,HC-121,,,586A54,Peale Green,,,Green,Dark,"['Interior', 'Exterior']",true,Historical Colors,,Moody,"['Bathroom', 'Bedroom', 'Cabinet', 'Kitchen', 'Living Room']","['Art Deco', 'Cottage']"
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-099-lizard-green-2030-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2030-10/lizard-green,"['Lizard Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2030-10/lizard-green,2024-07-21T23:16:17Z,Lizard Green 2030-10 | Benjamin Moore,2024-07-21T23:16:16Z,Color,"A no-nonsense, saturated shade of green.",628b0c9de400190aae37bf4f2b27b9fe58761cea,1,,"{'title': 'Lizard <em>Green</em> 2030-10 | Benjamin Moore', 'sections': 'Lizard <em>Green</em>', 'description': 'A no-nonsense, saturated shade of <em>green</em>.', 'color_name': 'Lizard <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2030-10&#x2F;lizard-<em>green</em>'}",6242eb1ce7b9d2fdcb0f54d0,2030-10,Medium,Warm,33A122,Lizard Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-095-neon-green-2032-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2032-10/neon-green,"['Neon Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2032-10/neon-green,2024-07-21T23:30:56Z,Neon Green 2032-10 | Benjamin Moore,2024-07-21T23:30:55Z,Color,"A bright, intense shade of green.",8713828855461ad3926c5dc57a5a50d7c8046d95,1,,"{'title': 'Neon <em>Green</em> 2032-10 | Benjamin Moore', 'sections': 'Neon <em>Green</em>', 'description': 'A bright, intense shade of <em>green</em>.', 'color_name': 'Neon <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2032-10&#x2F;neon-<em>green</em>'}",6242eb2228ccbc9425ddba00,2032-10,Medium,Warm,169928,Neon Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-121-baby-green-2047-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2047-70/baby-green,"['Baby Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2047-70/baby-green,2024-07-22T02:16:06Z,Baby Green 2047-70 | Benjamin Moore,2024-07-22T02:16:06Z,Color,A delicate green with sweet blue undertones.,5b85b0283484b0613e76945a9b461e65784fb5a0,1,,"{'title': 'Baby <em>Green</em> 2047-70 | Benjamin Moore', 'sections': 'Baby <em>Green</em>', 'description': 'A delicate <em>green</em> with sweet blue undertones.', 'color_name': 'Baby <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2047-70&#x2F;baby-<em>green</em>'}",6243116664441f26ca003a8f,2047-70,Light,Cool,D8F3EC,Baby Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-092-green-gables-2041-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2041-30/green-gables,"['Green Gables', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2041-30/green-gables,2024-07-21T22:48:48Z,Green Gables 2041-30 | Benjamin Moore,2024-07-21T22:48:47Z,Color,A confident green with intriguing teal undertones.,982f0503ee01c05b38dcaf1486a24228cfbfffb2,1,,"{'title': '<em>Green</em> Gables 2041-30 | Benjamin Moore', 'sections': '<em>Green</em> Gables', 'description': 'A confident <em>green</em> with intriguing teal undertones.', 'color_name': '<em>Green</em> Gables', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2041-30&#x2F;<em>green</em>-gables'}",624300bfe7b9d283990f51f7,2041-30,Dark,Cool,34816F,Green Gables,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-098-clover-green-2034-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2034-10/clover-green,"['Clover Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2034-10/clover-green,2024-07-22T04:19:53Z,Clover Green 2034-10 | Benjamin Moore,2024-07-22T04:19:52Z,Color,"A rich, dark green with classic appeal.",b2f3886e0046bce620766a3ed82af74b6326eb00,1,,"{'title': 'Clover <em>Green</em> 2034-10 | Benjamin Moore', 'sections': 'Clover <em>Green</em>', 'description': 'A rich, dark <em>green</em> with classic appeal.', 'color_name': 'Clover <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2034-10&#x2F;clover-<em>green</em>'}",6242cda4196a67e124895b32,2034-10,Dark,Cool,207337,Clover Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-073-yew-green-2025-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2025-20/yew-green,"['Yew Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2025-20/yew-green,2024-07-22T03:11:24Z,Yew Green 2025-20 | Benjamin Moore,2024-07-22T03:11:23Z,Color,A lime green illuminated with yellow undertones.,b8cfcf816bd96017c8ae9a101ea9c59d2ca2c9fa,1,,"{'title': 'Yew <em>Green</em> 2025-20 | Benjamin Moore', 'sections': 'Yew <em>Green</em>', 'description': 'A lime <em>green</em> illuminated with yellow undertones.', 'color_name': 'Yew <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2025-20&#x2F;yew-<em>green</em>'}",62430c84e7b9d288990f6522,2025-20,Medium,Warm,C3CF00,Yew Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-071-apple-green-2026-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2026-40/apple-green,"['Apple Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2026-40/apple-green,2024-07-22T03:15:18Z,Apple Green 2026-40 | Benjamin Moore,2024-07-22T03:15:17Z,Color,A bright green with comforting yellow undertones.,aa2997d2e735888d97656a06e62457026a34334a,1,,"{'title': 'Apple <em>Green</em> 2026-40 | Benjamin Moore', 'sections': 'Apple <em>Green</em>', 'description': 'A bright <em>green</em> with comforting yellow undertones.', 'color_name': 'Apple <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2026-40&#x2F;apple-<em>green</em>'}",6243112c196a67acc0896431,2026-40,Light,Warm,D2E169,Apple Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-101-basil-green-2029-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2029-10/basil-green,"['Basil Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2029-10/basil-green,2024-07-30T13:36:34Z,Basil Green 2029-10 | Benjamin Moore,2024-07-03T11:17:07Z,Color,"A saturated, straightforward shade of green.",9aa284f294edb863970e24a5941ac05a15cf44ee,1,,"{'title': 'Basil <em>Green</em> 2029-10 | Benjamin Moore', 'sections': 'Basil <em>Green</em>', 'description': 'A saturated, straightforward shade of <em>green</em>.', 'color_name': 'Basil <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2029-10&#x2F;basil-<em>green</em>', 'Family': '<em>Green</em>'}",6242745a64441f3845005906,2029-10,,,569128,Basil Green,,,Green,Medium,Interior,true,Color Preview&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-yorktowne-green-HC-133-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-133/yorktowne-green,"['Yorktowne Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-133/yorktowne-green,2024-07-21T20:29:21Z,Yorktowne Green HC-133 | Benjamin Moore,2024-07-21T20:29:21Z,Color,"A dark, sophisticated teal with pronounced blue and green undertones.",adaeb656d170ad54dabfcef86c7dfd64b6c4a4e3,1,,"{'title': 'Yorktowne <em>Green</em> HC-133 | Benjamin Moore', 'sections': 'Yorktowne <em>Green</em>', 'description': 'A dark, sophisticated teal with pronounced blue and <em>green</em> undertones.', 'color_name': 'Yorktowne <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-133&#x2F;yorktowne-<em>green</em>'}",6242a8d664441f7df0003c6f,HC-133,Dark,Cool,465A5D,Yorktowne Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-105-fairmont-green-HC-127-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-127/fairmont-green,"['Fairmont Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-127/fairmont-green,2024-07-22T00:24:23Z,Fairmont Green HC-127 | Benjamin Moore,2024-07-22T00:24:23Z,Color,A straightforward green that conjures fresh-cut grass.,899432591cc99bbc6033c203defa0c96aa2c2908,1,,"{'title': 'Fairmont <em>Green</em> HC-127 | Benjamin Moore', 'sections': 'Fairmont <em>Green</em>', 'description': 'A straightforward <em>green</em> that conjures fresh-cut grass.', 'color_name': 'Fairmont <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-127&#x2F;fairmont-<em>green</em>'}",6242fdebe7b9d2f8ed0f46d9,HC-127,Dark,Cool,638469,Fairmont Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-lehigh-green-HC-131-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-131/lehigh-green,"['Lehigh Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-131/lehigh-green,2024-07-21T02:31:06Z,Lehigh Green HC-131 | Benjamin Moore,2024-07-21T02:31:06Z,Color,A grassy green that has the slightest hint of blue.,eaa8c97d5759698e0036ec92fc37abcb721732b4,1,,"{'title': 'Lehigh <em>Green</em> HC-131 | Benjamin Moore', 'sections': 'Lehigh <em>Green</em>', 'description': 'A grassy <em>green</em> that has the slightest hint of blue.', 'color_name': 'Lehigh <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-131&#x2F;lehigh-<em>green</em>'}",62469d0be7b9d209780f4800,HC-131,Medium,Cool,75957D,Lehigh Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-111-waterbury-green-HC-136-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-136/waterbury-green,"['Waterbury Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-136/waterbury-green,2024-07-21T07:39:05Z,Waterbury Green HC-136 | Benjamin Moore,2024-07-03T13:55:48Z,Color,A slate green marked by blue-gray undertones.,3391bf0a1fdfe96998e70dde020649cc54263a0a,1,,"{'title': 'Waterbury <em>Green</em> HC-136 | Benjamin Moore', 'sections': 'Waterbury <em>Green</em>', 'description': 'A slate <em>green</em> marked by blue-gray undertones.', 'color_name': 'Waterbury <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-136&#x2F;waterbury-<em>green</em>'}",62431ab664441f8149004c85,HC-136,Medium,Cool,6C9187,Waterbury Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-lafayette-green-HC-135-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-135/lafayette-green,"['Lafayette Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-135/lafayette-green,2024-07-22T03:44:31Z,Lafayette Green HC-135 | Benjamin Moore,2024-07-22T03:44:31Z,Color,A stately dark green that sets a dramatic mood.,5bac118cd75ef9fddc0847cce224510cfceebea6,1,,"{'title': 'Lafayette <em>Green</em> HC-135 | Benjamin Moore', 'sections': 'Lafayette <em>Green</em>', 'description': 'A stately dark <em>green</em> that sets a dramatic mood.', 'color_name': 'Lafayette <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-135&#x2F;lafayette-<em>green</em>'}",6242f5d8196a6734678953a8,HC-135,Dark,Cool,486055,Lafayette Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-078-sherwood-green-HC-118-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-118/sherwood-green,"['Sherwood Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-118/sherwood-green,2024-07-22T01:36:58Z,Sherwood Green HC-118 | Benjamin Moore,2024-07-22T01:36:58Z,Color,A spirited medium green with just a dash of gray.,a0e20442d69a305e3ad992a7ddb95d4c5501310e,1,,"{'title': 'Sherwood <em>Green</em> HC-118 | Benjamin Moore', 'sections': 'Sherwood <em>Green</em>', 'description': 'A spirited medium <em>green</em> with just a dash of gray.', 'color_name': 'Sherwood <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-118&#x2F;sherwood-<em>green</em>'}",62423e94e7b9d2042f0f626b,HC-118,Medium,Cool,A9B595,Sherwood Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-106-avon-green-HC-126-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-126/avon-green,"['Avon Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-126/avon-green,2024-07-21T23:38:31Z,Avon Green HC-126 | Benjamin Moore,2024-07-21T23:38:31Z,Color,"A lush, earthy green shaded with hushed gray tones.",0137e5ea1a54d68a050e15b6516992ddfbbab431,1,,"{'title': 'Avon <em>Green</em> HC-126 | Benjamin Moore', 'sections': 'Avon <em>Green</em>', 'description': 'A lush, earthy <em>green</em> shaded with hushed gray tones.', 'color_name': 'Avon <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-126&#x2F;avon-<em>green</em>'}",6242f793196a67e378896000,HC-126,Dark,Cool,737F6A,Avon Green,Yellow,,,,,,,,,,
