sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,Undertone,Mood,Project,Style
"['Blue Danube', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2062-30/blue-danube,Blue Danube 2062-30 | Benjamin Moore,Color,2062-30,"An attractive, teal-toned blue that can be classically elegant or boldly stylish.",ef53789b8cf98205b2ba1c8e3d5ad02e40e3a5ec,Dark,Cool,2D5970,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-137-blue-danube-2062-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2062-30/blue-danube,2024-07-21T23:36:00Z,2024-07-21T23:36:00Z,Blue Danube,1,,"{'title': '<em>Blue</em> Danube 2062-30 | Benjamin Moore', 'sections': '<em>Blue</em> Danube', 'description': 'An attractive, teal-toned <em>blue</em> that can be classically elegant or boldly stylish.', 'color_name': '<em>Blue</em> Danube', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2062-30&#x2F;<em>blue</em>-danube'}",6242b9ca28ccbcdc24ddbd06,,,,,,,,,
"['Province Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2135-40/province-blue,Province Blue 2135-40 | Benjamin Moore,Color,2135-40,A medium blue-green soothed by a generous dose of gray.,e6046a7c23b7ea008b28bbff63ee5a55dfb424f1,Medium,Cool,829BA1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-218-province-blue-2135-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2135-40/province-blue,2024-07-21T23:42:26Z,2024-07-21T23:42:25Z,Province Blue,1,,"{'title': 'Province <em>Blue</em> 2135-40 | Benjamin Moore', 'sections': 'Province <em>Blue</em>', 'description': 'A medium <em>blue</em>-green soothed by a generous dose of gray.', 'color_name': 'Province <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2135-40&#x2F;province-<em>blue</em>'}",624293a164441ff09d0053ea,,,,,,,,,
"['Covington Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-138/covington-blue,Covington Blue HC-138 | Benjamin Moore,Color,HC-138,A medium blue-green that brings a quiet grace to the room.,97253b4baab22672f28ee16fa7caaa6bcec1fd0b,Medium,Cool,93B5AC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-123-covington-blue-HC-138-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-138/covington-blue,2024-07-22T01:12:12Z,2024-07-22T01:12:12Z,Covington Blue,1,,"{'title': 'Covington <em>Blue</em> HC-138 | Benjamin Moore', 'sections': 'Covington <em>Blue</em>', 'description': 'A medium <em>blue</em>-green that brings a quiet grace to the room.', 'color_name': 'Covington <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-138&#x2F;covington-<em>blue</em>'}",6243068b196a6720e7896439,,,,,,,,,
"['Bold Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2064-10/bold-blue,Bold Blue 2064-10 | Benjamin Moore,Color,2064-10,A rich navy blue with the slightest hint of inky indigo.,1b13ca79c1d1ad6c108c31962b8a04d8fafe56da,Dark,Cool,2B3558,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-135-bold-blue-2064-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2064-10/bold-blue,2024-07-22T01:04:58Z,2024-07-22T01:04:58Z,Bold Blue,1,,"{'title': 'Bold <em>Blue</em> 2064-10 | Benjamin Moore', 'sections': 'Bold <em>Blue</em>', 'description': 'A rich navy <em>blue</em> with the slightest hint of inky indigo.', 'color_name': 'Bold <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2064-10&#x2F;bold-<em>blue</em>'}",628d21b628ccbc22daaafc19,,,,,,,,,
"['Spectra Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2049-50/spectra-blue,Spectra Blue 2049-50 | Benjamin Moore,Color,2049-50,A light blue-green that can both soothe and command attention.,41ae0fd5ef0b46c9d77f71111c8c5cf13d678d2f,Medium,Cool,98CED0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-116-spectra-blue-2049-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2049-50/spectra-blue,2024-07-21T22:15:13Z,2024-07-21T22:15:12Z,Spectra Blue,1,,"{'title': 'Spectra <em>Blue</em> 2049-50 | Benjamin Moore', 'sections': 'Spectra <em>Blue</em>', 'description': 'A light <em>blue</em>-green that can both soothe and command attention.', 'color_name': 'Spectra <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2049-50&#x2F;spectra-<em>blue</em>'}",6242f6d964441fc426005af8,,,,,,,,,
"['Blue Bonnet', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2050-70/blue-bonnet,Blue Bonnet 2050-70 | Benjamin Moore,Color,2050-70,"A soft wash of blue and green results in a calm, comforting hue.",302784376bf8ad77db764e89efc846b5703afe00,Light,Cool,DDF0EC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-117-blue-bonnet-2050-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2050-70/blue-bonnet,2024-07-21T22:15:17Z,2024-07-21T22:15:16Z,Blue Bonnet,1,,"{'title': '<em>Blue</em> Bonnet 2050-70 | Benjamin Moore', 'sections': '<em>Blue</em> Bonnet', 'description': 'A soft wash of <em>blue</em> and green results in a calm, comforting hue.', 'color_name': '<em>Blue</em> Bonnet', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2050-70&#x2F;<em>blue</em>-bonnet'}",6242968628ccbcc818ddb08c,,,,,,,,,
"['Buxton Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-149/buxton-blue,Buxton Blue HC-149 | Benjamin Moore,Color,HC-149,A buoyant blue-gray that adds instant charm to a space.,a92919cd298bb3ba76ddafe977f93b824c84711f,Medium,Cool,9DB6BA,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-132-buxton-blue-HC-149-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-149/buxton-blue,2024-07-21T22:05:33Z,2024-07-21T22:05:33Z,Buxton Blue,1,,"{'title': 'Buxton <em>Blue</em> HC-149 | Benjamin Moore', 'sections': 'Buxton <em>Blue</em>', 'description': 'A buoyant <em>blue</em>-gray that adds instant charm to a space.', 'color_name': 'Buxton <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-149&#x2F;buxton-<em>blue</em>'}",6242986228ccbc45f2ddb89d,,,,,,,,,
"['Newburyport Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-155/newburyport-blue,Newburyport Blue HC-155 | Benjamin Moore,Color,HC-155,Pronounced tones yet an overall understated quality makes this a perfect dark blue for the home.,81dfd8690fe43344274bc33818ba2966870efecf,Dark,Cool,465566,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-133-newburyport-blue-HC-155-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-155/newburyport-blue,2024-07-21T21:34:53Z,2024-07-21T21:34:53Z,Newburyport Blue,1,,"{'title': 'Newburyport <em>Blue</em> HC-155 | Benjamin Moore', 'sections': 'Newburyport <em>Blue</em>', 'description': 'Pronounced tones yet an overall understated quality makes this a perfect dark <em>blue</em> for the home.', 'color_name': 'Newburyport <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-155&#x2F;newburyport-<em>blue</em>'}",6242b4c2e7b9d23abc0f401a,,,,,,,,,
"['Woodlawn Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-147/woodlawn-blue,Woodlawn Blue HC-147 | Benjamin Moore,Color,HC-147,A delicate wash of blue that brings to mind a fine crystal.,6f12d6b07b395cbf033bbf3146cb40afdff7ef63,Light,Cool,C1D0CA,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-128-woodlawn-blue-HC-147-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-147/woodlawn-blue,2024-07-21T20:34:58Z,2024-07-21T20:34:58Z,Woodlawn Blue,1,,"{'title': 'Woodlawn <em>Blue</em> HC-147 | Benjamin Moore', 'sections': 'Woodlawn <em>Blue</em>', 'description': 'A delicate wash of <em>blue</em> that brings to mind a fine crystal.', 'color_name': 'Woodlawn <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-147&#x2F;woodlawn-<em>blue</em>'}",63775b5928ccbc22feef6100,,,,,,,,,
"['Marine Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2059-10/marine-blue,Marine Blue 2059-10 | Benjamin Moore,Color,2059-10,"Deep and dignified, this inky blue captures a classic maritime feel.",bc7f448404b664a621603f77275174fab8a94572,Dark,Cool,1D3E59,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-145-marine-blue-2059-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2059-10/marine-blue,2024-07-22T00:11:52Z,2024-07-22T00:11:51Z,Marine Blue,1,,"{'title': 'Marine <em>Blue</em> 2059-10 | Benjamin Moore', 'sections': 'Marine <em>Blue</em>', 'description': 'Deep and dignified, this inky <em>blue</em> captures a classic maritime feel.', 'color_name': 'Marine <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2059-10&#x2F;marine-<em>blue</em>'}",6242f6fc196a67ac27894bbf,,,,,,,,,
"['Blue Grotto', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-964/blue-grotto,Blue Grotto CC-964 | Benjamin Moore,Color,CC-964,"A dark, inky blue further deepened with a touch of violet.",024ee3de211edf622548a8bee2c535e1fde771d9,Dark,Cool,353963,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-158-blue-grotto-CC-964-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-964/blue-grotto,2024-07-22T00:13:36Z,2024-07-22T00:13:36Z,Blue Grotto,1,,"{'title': '<em>Blue</em> Grotto CC-964 | Benjamin Moore', 'sections': '<em>Blue</em> Grotto', 'description': 'A dark, inky <em>blue</em> further deepened with a touch of violet.', 'color_name': '<em>Blue</em> Grotto', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-964&#x2F;<em>blue</em>-grotto'}",6243a5a9196a67bda9895b59,,,,,,,,,
"['Brilliant Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2065-30/brilliant-blue,Brilliant Blue 2065-30 | Benjamin Moore,Color,2065-30,"A deep, almost electric blue that can stimulate a space without overpowering it.",47f87d53e5dc34692c2887d814adb105095df017,Dark,Cool,0063A6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-144-brilliant-blue-2065-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2065-30/brilliant-blue,2024-07-22T00:18:01Z,2024-07-22T00:18:00Z,Brilliant Blue,1,,"{'title': 'Brilliant <em>Blue</em> 2065-30 | Benjamin Moore', 'sections': 'Brilliant <em>Blue</em>', 'description': 'A deep, almost electric <em>blue</em> that can stimulate a space without overpowering it.', 'color_name': 'Brilliant <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2065-30&#x2F;brilliant-<em>blue</em>'}",6242c03c28ccbc790bdda250,,,,,,,,,
"['China Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2052-60/china-blue,China Blue 2052-60 | Benjamin Moore,Color,2052-60,A pretty sky blue that offers elegance with a playful edge.,47cee795a4fc0504e5c73ccb926d7d052361addd,Light,Cool,B3DBDE,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-118-china-blue-2052-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2052-60/china-blue,2024-07-21T22:37:38Z,2024-07-03T17:05:29Z,China Blue,1,,"{'title': 'China <em>Blue</em> 2052-60 | Benjamin Moore', 'sections': 'China <em>Blue</em>', 'description': 'A pretty sky <em>blue</em> that offers elegance with a playful edge.', 'color_name': 'China <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2052-60&#x2F;china-<em>blue</em>'}",624307b128ccbc25e6dda56a,,,,,,,,,
"['Blue Daisy', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2062-40/blue-daisy,Blue Daisy 2062-40 | Benjamin Moore,Color,2062-40,An intriguing medium blue subtly shaded with gray and green tones.,47b5e14f37d25d36966835272ee99017edd1f7ce,Medium,Cool,548DA7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-137-blue-daisy-2062-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2062-40/blue-daisy,2024-07-22T00:26:51Z,2024-07-22T00:26:50Z,Blue Daisy,1,,"{'title': '<em>Blue</em> Daisy 2062-40 | Benjamin Moore', 'sections': '<em>Blue</em> Daisy', 'description': 'An intriguing medium <em>blue</em> subtly shaded with gray and green tones.', 'color_name': '<em>Blue</em> Daisy', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2062-40&#x2F;<em>blue</em>-daisy'}",6242f1e1196a673bc189482d,,,,,,,,,
"['Celtic Blue', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/es-31/celtic-blue,Celtic Blue ES-31 | Benjamin Moore,Color,ES-31,A sleek silvery blue grounded by gray undertones. Exclusive to Woodluxe® stain products.,e359e24485216dfda83b1ec99e14dba819ac4b20,,,A9B5BC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/Woodluxe-CDP-Outdoor-Seating-Celtic-Blue-ES-31-RGB.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/es-31/celtic-blue,2024-07-22T00:29:23Z,2024-07-22T00:29:23Z,Celtic Blue,1,,"{'title': 'Celtic <em>Blue</em> ES-31 | Benjamin Moore', 'sections': 'Celtic <em>Blue</em>', 'description': 'A sleek silvery <em>blue</em> grounded by gray undertones. Exclusive to Woodluxe® stain products.', 'color_name': 'Celtic <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;es-31&#x2F;celtic-<em>blue</em>'}",6621c9de64441fe37217c104,,,,,,,,,
"['Downpour Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2063-20/downpour-blue,Downpour Blue 2063-20 | Benjamin Moore,Color,2063-20,A navy blue with a pleasing balance of rich and muted tones.,63a1fe07e6a8873f9b1ff622b6996a44edaa2022,Dark,Cool,254669,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-146-downpour-blue-2063-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2063-20/downpour-blue,2024-07-21T19:30:39Z,2024-07-21T19:30:39Z,Downpour Blue,1,,"{'title': 'Downpour <em>Blue</em> 2063-20 | Benjamin Moore', 'sections': 'Downpour <em>Blue</em>', 'description': 'A navy <em>blue</em> with a pleasing balance of rich and muted tones.', 'color_name': 'Downpour <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2063-20&#x2F;downpour-<em>blue</em>'}",6242c01d28ccbc1525dd9c64,,,,,,,,,
"['Blue Hydrangea', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2062-60/blue-hydrangea,Blue Hydrangea 2062-60 | Benjamin Moore,Color,2062-60,A charming powder blue as uplifting as the first blooms of spring.,ab25068110f0abe578772548b5d82c370189848d,Light,Cool,B3D3E1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-137-blue-hydrangea-2062-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2062-60/blue-hydrangea,2024-07-22T01:37:54Z,2024-07-22T01:37:53Z,Blue Hydrangea,1,,"{'title': '<em>Blue</em> Hydrangea 2062-60 | Benjamin Moore', 'sections': '<em>Blue</em> Hydrangea', 'description': 'A charming powder <em>blue</em> as uplifting as the first blooms of spring.', 'color_name': '<em>Blue</em> Hydrangea', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2062-60&#x2F;<em>blue</em>-hydrangea'}",6242d48d196a67b15f895b14,,,,,,,,,
"['Blue Wave', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2065-50/blue-wave,Blue Wave 2065-50 | Benjamin Moore,Color,2065-50,A splashy blue that brings a joyful and cleansing presence to the room.,ec1a59610a3d31df87884773397a0d0162512a07,Medium,Cool,6EB8E5,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-144-blue-wave-2065-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2065-50/blue-wave,2024-07-22T01:59:14Z,2024-07-22T01:59:13Z,Blue Wave,1,,"{'title': '<em>Blue</em> Wave 2065-50 | Benjamin Moore', 'sections': '<em>Blue</em> Wave', 'description': 'A splashy <em>blue</em> that brings a joyful and cleansing presence to the room.', 'color_name': '<em>Blue</em> Wave', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2065-50&#x2F;<em>blue</em>-wave'}",6242ca05196a676d28896ab8,,,,,,,,,
"['Patriot Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2064-20/patriot-blue,Patriot Blue 2064-20 | Benjamin Moore,Color,2064-20,A classic dark blue that brings a versatile anchor to the room.,a59dfb7231c756c2ab15eef6c38b5b8debd42ed9,Dark,Cool,184A7C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-135-patriot-blue-2064-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2064-20/patriot-blue,2024-07-22T01:39:52Z,2024-07-22T01:39:52Z,Patriot Blue,1,,"{'title': 'Patriot <em>Blue</em> 2064-20 | Benjamin Moore', 'sections': 'Patriot <em>Blue</em>', 'description': 'A classic dark <em>blue</em> that brings a versatile anchor to the room.', 'color_name': 'Patriot <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2064-20&#x2F;patriot-<em>blue</em>'}",62428bae64441f8f52004b34,,,,,,,,,
"['Cayman Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2060-50/cayman-blue,Cayman Blue 2060-50 | Benjamin Moore,Color,2060-50,"Crisp and cool, this aqua-inspired blue instantly transports you to a tropical island.",fc1cd859672a2d1d25e1e85d5bb7733f5b5966ee,Medium,Cool,73C1E4,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-cayman-blue-2060-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2060-50/cayman-blue,2024-07-22T04:13:10Z,2024-07-22T04:13:09Z,Cayman Blue,1,,"{'title': 'Cayman <em>Blue</em> 2060-50 | Benjamin Moore', 'sections': 'Cayman <em>Blue</em>', 'description': 'Crisp and cool, this aqua-inspired <em>blue</em> instantly transports you to a tropical island.', 'color_name': 'Cayman <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2060-50&#x2F;cayman-<em>blue</em>'}",6242fdf328ccbcf616dd97b2,,,,,,,,,
"['Blue Angel', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2058-70/blue-angel,Blue Angel 2058-70 | Benjamin Moore,Color,2058-70,A light-as-air baby blue that brings an uplifting presence to the room.,edf9ac1a1a21e0bd53499ca749fca63dbdc0306e,,,D2EAF0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-139-blue-angel-2058-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2058-70/blue-angel,2024-07-30T13:32:24Z,2024-07-30T13:32:24Z,Blue Angel,1,,"{'title': '<em>Blue</em> Angel 2058-70 | Benjamin Moore', 'sections': '<em>Blue</em> Angel', 'description': 'A light-as-air baby <em>blue</em> that brings an uplifting presence to the room.', 'color_name': '<em>Blue</em> Angel', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2058-70&#x2F;<em>blue</em>-angel', 'Family': '<em>Blue</em>'}",6242f1e1196a6735998955fc,Blue,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Blue Jean', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2062-50/blue-jean,Blue Jean 2062-50 | Benjamin Moore,Color,2062-50,A gently faded blue as comfortable and classic as your favorite pair of jeans.,e33e55851cd962fc307527dad53ad8f0e52fe17e,,,87B5CB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-137-blue-jean-2062-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2062-50/blue-jean,2024-07-30T13:28:08Z,2024-07-30T13:28:08Z,Blue Jean,1,,"{'title': '<em>Blue</em> Jean 2062-50 | Benjamin Moore', 'sections': '<em>Blue</em> Jean', 'description': 'A gently faded <em>blue</em> as comfortable and classic as your favorite pair of jeans.', 'color_name': '<em>Blue</em> Jean', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2062-50&#x2F;<em>blue</em>-jean', 'Family': '<em>Blue</em>'}",6242925be7b9d2d01d0f52b5,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,"['Bright', 'Chaming']","['Bathroom', 'Bedroom', 'Cabinet', 'Kitchen', 'Living Room']",Boho
"['Cool Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2058-40/cool-blue,Cool Blue 2058-40 | Benjamin Moore,Color,2058-40,"Capturing the cerulean sparkle of tropical waters, this medium blue exudes calm and ease.",9c93ff4db1845e7053f9bff3f9b19ecdcdb54e0c,,,419AB7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-139-cool-blue-2058-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2058-40/cool-blue,2024-07-30T13:28:59Z,2024-07-30T13:28:58Z,Cool Blue,1,,"{'title': 'Cool <em>Blue</em> 2058-40 | Benjamin Moore', 'sections': 'Cool <em>Blue</em>', 'description': 'Capturing the cerulean sparkle of tropical waters, this medium <em>blue</em> exudes calm and ease.', 'color_name': 'Cool <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2058-40&#x2F;cool-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242f74364441f4d8000393a,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,"['Bright', 'Chaming']","['Cabinet', 'Living Room']",Coastal
"['Icy Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2057-70/icy-blue,Icy Blue 2057-70 | Benjamin Moore,Color,2057-70,"An ultra-light, crisp blue that recalls the fresh frost of early morning.",798ff83d5cb753c7a3ea68095cd9b858a15d4f4d,,,D5EBEE,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-icy-blue-2057-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2057-70/icy-blue,2024-07-30T13:40:01Z,2024-07-30T13:40:01Z,Icy Blue,1,,"{'title': 'Icy <em>Blue</em> 2057-70 | Benjamin Moore', 'sections': 'Icy <em>Blue</em>', 'description': 'An ultra-light, crisp <em>blue</em> that recalls the fresh frost of early morning.', 'color_name': 'Icy <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2057-70&#x2F;icy-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242e4ede7b9d2fdcb0f4618,Blue,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Yosemite Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2059-40/yosemite-blue,Yosemite Blue 2059-40 | Benjamin Moore,Color,2059-40,A vibrant cerulean that captures the promise of wide open spaces and endless blue skies.,ebdd3111510e292d77ee24652d90643291fcce9f,,,17A1C8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-145-yosemite-blue-2059-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2059-40/yosemite-blue,2024-07-31T00:45:11Z,2024-07-31T00:45:11Z,Yosemite Blue,1,,"{'title': 'Yosemite <em>Blue</em> 2059-40 | Benjamin Moore', 'sections': 'Yosemite <em>Blue</em>', 'description': 'A vibrant cerulean that captures the promise of wide open spaces and endless <em>blue</em> skies.', 'color_name': 'Yosemite <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2059-40&#x2F;yosemite-<em>blue</em>', 'Family': '<em>Blue</em>'}",624311d664441fb49f0045a3,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Blue Gaspe', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-900/blue-gaspe,Blue Gaspe CC-900 | Benjamin Moore,Color,CC-900,"A dark, muted mix of purple and blue, this distinctive hue evokes the romance of the sea at night.",395f80f74f13d01f6bdfe21bf9d1bc30d18f0a05,,,5C6274,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-165-blue-gaspe-CC-900-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-900/blue-gaspe,2024-07-31T04:54:25Z,2024-07-03T15:45:21Z,Blue Gaspe,1,,"{'title': '<em>Blue</em> Gaspe CC-900 | Benjamin Moore', 'sections': '<em>Blue</em> Gaspe', 'description': 'A dark, muted mix of purple and <em>blue</em>, this distinctive hue evokes the romance of the sea at night.', 'color_name': '<em>Blue</em> Gaspe', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-900&#x2F;<em>blue</em>-gaspe'}",62431548196a679087897032,Violet,Dark,Interior,true,Designer Classics,,,,
