image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,PrimaryColorFamily,language,Undertone,Family,Shade,Interior/Exterior,cdp,Color Collection,Mood,Project,Style,Opacity,Value,Color Family
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-004-carter-red-CW-230-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-230/carter-red,"['Carter Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-230/carter-red,2024-07-21T22:16:41Z,Carter Red CW-230 | Benjamin Moore,2024-07-21T22:16:40Z,Color,"This rich, rather youthful shade of red mirrors that hue found on a circa 1760 English wallpaper border fragment found in the Robert Carter House.",ecb7bb15c9c3eaf9590065b7b273ea69584ec024,1,,"{'title': 'Carter <em>Red</em> CW-230 | Benjamin Moore', 'sections': 'Carter <em>Red</em>', 'description': 'This rich, rather youthful shade of <em>red</em> mirrors that hue found on a circa 1760 English wallpaper border fragment found in the Robert Carter House.', 'color_name': 'Carter <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-230&#x2F;carter-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62431079196a670d3e894a98,CW-230,Medium,Warm,C07060,Carter Red,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-169-bordeaux-red-1365-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1365/bordeaux-red,"['Bordéaux Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1365/bordeaux-red,2024-07-22T03:49:56Z,Bordéaux Red 1365 | Benjamin Moore,2024-07-22T03:49:55Z,Color,"This dynamic burgundy features a pronounced note of violet, giving it a rich, refined feel.",34cb9d56ea610426effab0b469b6d84ec23eac8e,1,,"{'title': 'Bordéaux <em>Red</em> 1365 | Benjamin Moore', 'sections': 'Bordéaux <em>Red</em>', 'color_name': 'Bordéaux <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1365&#x2F;bordeaux-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242719228ccbc4f6edda719,1365,Dark,Cool,6C4551,Bordéaux Red,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-spanish-red-1301-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1301/spanish-red,"['Spanish Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1301/spanish-red,2024-07-22T04:47:51Z,Spanish Red 1301 | Benjamin Moore,2024-07-22T04:47:51Z,Color,"Infused with earthy orange undertones, this crimson hue conjures fiery sunsets and elegant Spanish tiles.",df841096f7cbd8561cfecf48dc871dc4b8f4a9ac,1,,"{'title': 'Spanish <em>Red</em> 1301 | Benjamin Moore', 'sections': 'Spanish <em>Red</em>', 'color_name': 'Spanish <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1301&#x2F;spanish-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62426d3e64441f46e5003924,1301,Dark,Warm,984841,Spanish Red,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-laurentian-red-CC-152-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-152/laurentian-red,"['Laurentian Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-152/laurentian-red,2024-07-22T00:53:28Z,Laurentian Red CC-152 | Benjamin Moore,2024-07-22T00:53:28Z,Color,A decadent burgundy with pronounced purple tones.,76fb77793204c9361a97190558549686751139fc,1,,"{'title': 'Laurentian <em>Red</em> CC-152 | Benjamin Moore', 'sections': 'Laurentian <em>Red</em>', 'color_name': 'Laurentian <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-152&#x2F;laurentian-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",624319bf28ccbc1f81ddadcf,CC-152,Dark,Warm,7E4A46,Laurentian Red,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-somerville-red-HC-62-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-62/somerville-red,"['Somerville Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-62/somerville-red,2024-07-22T00:43:30Z,Somerville Red HC-62 | Benjamin Moore,2024-07-22T00:43:28Z,Color,"A dusty shade of wine that can envelop a room with a warm, romantic glow.",85f1803aaaba526f613fa505088b9adda0020d15,1,,"{'title': 'Somerville <em>Red</em> HC-62 | Benjamin Moore', 'sections': 'Somerville <em>Red</em>', 'color_name': 'Somerville <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-62&#x2F;somerville-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242bff228ccbc7773ddba1f,HC-62,Dark,Warm,9A6D6B,Somerville Red,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-041-boxcar-red-CC-122-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-122/boxcar-red,"['Boxcar Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-122/boxcar-red,2024-07-22T00:54:10Z,Boxcar Red CC-122 | Benjamin Moore,2024-07-22T00:54:10Z,Color,Dusty violet undertones mellow out this elegant rouge.,dd007442513eb6b0a1f7521262780ecb36c1c493,1,,"{'title': 'Boxcar <em>Red</em> CC-122 | Benjamin Moore', 'sections': 'Boxcar <em>Red</em>', 'color_name': 'Boxcar <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-122&#x2F;boxcar-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62473a40196a67d4b8894939,CC-122,Dark,Warm,8E5049,Boxcar Red,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-008-ruby-red-2001-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2001-10/ruby-red,"['Ruby Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2001-10/ruby-red,2024-07-21T21:05:51Z,Ruby Red 2001-10 | Benjamin Moore,2024-07-21T21:05:50Z,Color,A radiant rouge that will turn heads.,ec90e876c966c0dc74cb6523cce4807287b47190,1,,"{'title': 'Ruby <em>Red</em> 2001-10 | Benjamin Moore', 'sections': 'Ruby <em>Red</em>', 'color_name': 'Ruby <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2001-10&#x2F;ruby-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62425f55196a67f8cd89580d,2001-10,Dark,Warm,CA2C2C,Ruby Red,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-021-autumn-red-2087-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2087-40/autumn-red,"['Autumn Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2087-40/autumn-red,2024-07-30T23:03:53Z,Autumn Red 2087-40 | Benjamin Moore,2024-07-30T23:03:52Z,Color,An intense pink that captures the myriad tones of an autumn sunset.,2fa928a134543631f8a1b0eaa608953e0be68763,1,,"{'title': 'Autumn <em>Red</em> 2087-40 | Benjamin Moore', 'sections': 'Autumn <em>Red</em>', 'color_name': 'Autumn <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2087-40&#x2F;autumn-<em>red</em>', 'Family': '<em>Red</em>'}",6242e72b64441fac16003ebd,2087-40,,,EB8A99,Autumn Red,,,,Red,Medium,Interior,True,Color Preview&reg;,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-007-iron-ore-red-2089-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2089-10/iron-ore-red,"['Iron Ore Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2089-10/iron-ore-red,2024-07-21T21:12:46Z,Iron Ore Red 2089-10 | Benjamin Moore,2024-07-21T21:12:45Z,Color,A highly usable red grounded by orange undertones.,e03da6f5ac349149e9e256c1eb47457fb7b44871,1,,"{'title': 'Iron Ore <em>Red</em> 2089-10 | Benjamin Moore', 'sections': 'Iron Ore <em>Red</em>', 'description': 'A highly usable <em>red</em> grounded by orange undertones.', 'color_name': 'Iron Ore <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2089-10&#x2F;iron-ore-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242a33b28ccbc8383dda86d,2089-10,Dark,Warm,A95445,Iron Ore Red,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-171-candy-cane-red-2079-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2079-10/candy-cane-red,"['Candy Cane Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2079-10/candy-cane-red,2024-07-21T22:50:22Z,Candy Cane Red 2079-10 | Benjamin Moore,2024-07-21T22:50:22Z,Color,A radiant red that glows with festive cheer.,e3f05940cf46326d30d0c61999319d73667de8cd,1,,"{'title': 'Candy Cane <em>Red</em> 2079-10 | Benjamin Moore', 'sections': 'Candy Cane <em>Red</em>', 'description': 'A radiant <em>red</em> that glows with festive cheer.', 'color_name': 'Candy Cane <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2079-10&#x2F;candy-cane-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242e6e328ccbcd7e6ddaaf7,2079-10,Dark,Warm,AA253C,Candy Cane Red,Red,,Pink,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-006-bulls-eye-red-2002-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2002-20/bulls-eye-red,"[""Bull's Eye Red"", 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2002-20/bulls-eye-red,2024-07-21T22:51:41Z,Bull's Eye Red 2002-20 | Benjamin Moore,2024-07-21T22:51:40Z,Color,Orange-pink undertones give this reliable red effortless charm.,e8482688ac44362407d536305465cd7aadfb9b25,1,,"{'title': 'Bull&#x27;s Eye <em>Red</em> 2002-20 | Benjamin Moore', 'sections': 'Bull&#x27;s Eye <em>Red</em>', 'description': 'Orange-pink undertones give this reliable <em>red</em> effortless charm.', 'color_name': 'Bull&#x27;s Eye <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2002-20&#x2F;bulls-eye-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242c1ca196a678f09897189,2002-20,Dark,Warm,D93E3C,Bull's Eye Red,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-021-burnt-peanut-red-2081-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2081-10/burnt-peanut-red,"['Burnt Peanut Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2081-10/burnt-peanut-red,2024-07-30T16:25:56Z,Burnt Peanut Red 2081-10 | Benjamin Moore,2024-07-30T16:25:55Z,Color,A shade of brick red with toasty brown undertones.,f93c6e0051bc74c85a1f4315b219c766d160f362,1,,"{'title': 'Burnt Peanut <em>Red</em> 2081-10 | Benjamin Moore', 'sections': 'Burnt Peanut <em>Red</em>', 'description': 'A shade of brick <em>red</em> with toasty brown undertones.', 'color_name': 'Burnt Peanut <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2081-10&#x2F;burnt-peanut-<em>red</em>', 'Family': '<em>Red</em>'}",6242d0b764441f5c790047cd,2081-10,,,A14048,Burnt Peanut Red,,,,Red,Dark,"['Interior', 'Exterior']",True,Color Preview&reg;,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-015-maple-leaf-red-2084-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2084-20/maple-leaf-red,"['Maple Leaf Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2084-20/maple-leaf-red,2024-07-21T22:39:01Z,Maple Leaf Red 2084-20 | Benjamin Moore,2024-07-21T22:39:00Z,Color,An orange-tinged red that echoes the first signs of fall.,e89cc85ad06abccc058b3b8aae3bb19b1d200550,1,,"{'title': 'Maple Leaf <em>Red</em> 2084-20 | Benjamin Moore', 'sections': 'Maple Leaf <em>Red</em>', 'description': 'An orange-tinged <em>red</em> that echoes the first signs of fall.', 'color_name': 'Maple Leaf <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2084-20&#x2F;maple-leaf-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242dd9b28ccbc9e2eddbd59,2084-20,Dark,Warm,914443,Maple Leaf Red,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-004-grand-canyon-red-2090-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2090-10/grand-canyon-red,"['Grand Canyon Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2090-10/grand-canyon-red,2024-07-30T21:47:41Z,Grand Canyon Red 2090-10 | Benjamin Moore,2024-07-30T21:47:41Z,Color,An intense iron oxide red that evokes the natural majesty of the American West.,5fb6b327c00f0e2f43d158420ca2eb9e8bee8a6a,1,,"{'title': 'Grand Canyon <em>Red</em> 2090-10 | Benjamin Moore', 'sections': 'Grand Canyon <em>Red</em>', 'description': 'An intense iron oxide <em>red</em> that evokes the natural majesty of the American West.', 'color_name': 'Grand Canyon <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2090-10&#x2F;grand-canyon-<em>red</em>', 'Family': '<em>Red</em>'}",624256c6196a67782a894ddc,2090-10,,,974434,Grand Canyon Red,,,,Red,Dark,"['Interior', 'Exterior']",True,Color Preview&reg;,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-001-palace-arms-red-CW-255-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-255/palace-arms-red,"['Palace Arms Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-255/palace-arms-red,2024-07-20T21:45:13Z,Palace Arms Red CW-255 | Benjamin Moore,2024-07-20T21:45:13Z,Color,"A favorite shade on the exteriors of Williamsburg homes before 1750, this rich, regal red is timeless.",2b13c38f7e1a39d850d55a3ed6d216b3a5cc2d3d,1,,"{'title': 'Palace Arms <em>Red</em> CW-255 | Benjamin Moore', 'sections': 'Palace Arms <em>Red</em>', 'description': 'A favorite shade on the exteriors of Williamsburg homes before 1750, this rich, regal <em>red</em> is timeless.', 'color_name': 'Palace Arms <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-255&#x2F;palace-arms-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",64bdbc03e7b9d259639c9de9,CW-255,Dark,Warm,783C36,Palace Arms Red,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/Woodluxe-CDP-Outdoor-Seating-New-Pilgrim-Red-ES-21-RGB.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/es-21/new-pilgrim-red,"['New Pilgrim Red', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/es-21/new-pilgrim-red,2024-07-21T21:28:22Z,New Pilgrim Red ES-21 | Benjamin Moore,2024-07-21T21:28:21Z,Color,A rich red-brown hue that enriches the natural warmth of wood. Exclusive to Woodluxe® stain products.,9a73a6743a5d462933e068239ba16b371e25d776,1,,"{'title': 'New Pilgrim <em>Red</em> ES-21 | Benjamin Moore', 'sections': 'New Pilgrim <em>Red</em>', 'description': 'A rich <em>red</em>-brown hue that enriches the natural warmth of wood. Exclusive to Woodluxe® stain products.', 'color_name': 'New Pilgrim <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;es-21&#x2F;new-pilgrim-<em>red</em>'}",656d6b8ce7b9d2d9e712f4f5,ES-21,,,674142,New Pilgrim Red,,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-041-red-point-sand-CC-128-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-128/red-point-sand,"['Red Point Sand', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-128/red-point-sand,2024-07-22T00:53:24Z,Red Point Sand CC-128 | Benjamin Moore,2024-07-22T00:53:23Z,Color,Rosy pink undertones lend a playful quality to this terracotta hue.,2837e6656c447b5836f28c6884fc3ee65b256187,1,,"{'title': '<em>Red</em> Point Sand CC-128 | Benjamin Moore', 'sections': '<em>Red</em> Point Sand', 'color_name': '<em>Red</em> Point Sand', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-128&#x2F;<em>red</em>-point-sand', 'PrimaryColorFamily': '<em>Red</em>'}",62473865196a67e6cd896e4c,CC-128,Dark,Warm,B36957,Red Point Sand,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-012-st-george-red-CW-245-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-245/st-george-red,"['St. George Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-245/st-george-red,2024-07-22T01:03:30Z,St. George Red CW-245 | Benjamin Moore,2024-07-22T01:03:30Z,Color,"Named for St. George Tucker, one of Williamsburg's prominent citizens, this circa 1798 color was requested for his house facing Courthouse Green.",eec3f66ed9219daafa45e54e213becee4b45e102,1,,"{'title': 'St. George <em>Red</em> CW-245 | Benjamin Moore', 'sections': 'St. George <em>Red</em>', 'color_name': 'St. George <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-245&#x2F;st-george-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62471bd928ccbc1b40dd9fd4,CW-245,Dark,Warm,8F514C,St. George Red,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-012-red-river-clay-2091-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2091-40/red-river-clay,"['Red River Clay', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2091-40/red-river-clay,2024-07-21T22:26:12Z,Red River Clay 2091-40 | Benjamin Moore,2024-07-21T22:26:11Z,Color,"A perfect marriage between rustic and romantic, this warm, toasted shade of rose is surprisingly versatile.",5ceaa0d3cd39b614faa21062785f8866fe635685,1,,"{'title': '<em>Red</em> River Clay 2091-40 | Benjamin Moore', 'sections': '<em>Red</em> River Clay', 'color_name': '<em>Red</em> River Clay', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2091-40&#x2F;<em>red</em>-river-clay', 'PrimaryColorFamily': '<em>Red</em>'}",62426d3e28ccbcbf79dd967f,2091-40,Medium,Warm,B36F67,Red River Clay,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-parisian-red-CSP-1170-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-1170/parisian-red,"['Parisian Red®', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-1170/parisian-red,2024-07-22T03:36:15Z,Parisian Red CSP-1170 | Benjamin Moore,2024-07-03T11:52:55Z,Color,"Entering the historic hotel, the elegant staircase beckoned them with its grandeur.",b94b3bccab54f208f277816d2c57433408e7eef8,1,,"{'title': 'Parisian <em>Red</em> CSP-1170 | Benjamin Moore', 'sections': 'Parisian <em>Red</em>®', 'color_name': 'Parisian <em>Red</em>&amp;reg;', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-1170&#x2F;parisian-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6243164828ccbcfef6ddac97,CSP-1170,Dark,Warm,773935,Parisian Red&reg;,Red,,Brown,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-008-country-redwood-HC-183-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-183/country-redwood,"['Country Redwood', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/hc-183/country-redwood,2024-07-22T04:31:24Z,Country Redwood HC-183 | Benjamin Moore,2024-07-22T04:31:24Z,Color,An orange-tinged burgundy that captures the earthier side of red.,ee068c9cabe71432a2a6b1a86844039c19f60834,1,,"{'title': 'Country <em>Redwood</em> HC-183 | Benjamin Moore', 'sections': 'Country <em>Redwood</em>', 'description': 'An orange-tinged burgundy that captures the earthier side of <em>red</em>.', 'color_name': 'Country <em>Redwood</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-183&#x2F;country-<em>redwood</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242901d196a679cb1896fc6,HC-183,Dark,Warm,762C23,Country Redwood,Red,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/Woodluxe-CDP-Deck-View-Redwood-ES-20-RGB.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/es-20/redwood,"['Redwood', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/es-20/redwood,2024-07-31T19:03:35Z,Redwood ES-20 | Benjamin Moore,2024-07-20T18:49:29Z,Color,An autumnal blend of red and brown that enhances warm hues from the natural wood.  Exclusive to Woodluxe® stain products.,4348469fb49321e3c77285f69b8ab780a7701083,1,,"{'title': '<em>Redwood</em> ES-20 | Benjamin Moore', 'sections': '<em>Redwood</em>', 'description': 'An autumnal blend of <em>red</em> and brown that enhances warm hues from the natural wood.  Exclusive to Woodluxe® stain products.', 'color_name': '<em>Redwood</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;es-20&#x2F;<em>redwood</em>'}",656d6b72e7b9d2211813010a,ES-20,,,82423A,Redwood,,,,,,"['Interior', 'Exterior']",True,Woodluxe<sup><small>&reg;</small></sup> Exterior Wood Stain Colors,,,,"['Semi-Solid', 'Semi-Transparent', 'Solid', 'Translucent', 'Ultra Flat Solid']",,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-092-hunter-green-2041-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2041-10/hunter-green,"['Hunter Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2041-10/hunter-green,2024-07-22T00:32:36Z,Hunter Green 2041-10 | Benjamin Moore,2024-07-22T00:32:36Z,Color,A timeless dark green full of depth and elegance.,5bbc15c9d8fa62ad213913ec73d45dd3fd96927f,1,,"{'title': 'Hunter <em>Green</em> 2041-10 | Benjamin Moore', 'sections': 'Hunter <em>Green</em>', 'description': 'A timeless dark <em>green</em> full of depth and elegance.', 'color_name': 'Hunter <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2041-10&#x2F;hunter-<em>green</em>'}",62423ea9196a67c884896ad5,2041-10,Dark,Cool,2A453D,Hunter Green,,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-104-october-mist-1495-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1495/october-mist,"['October Mist', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1495/october-mist,2024-07-21T22:48:45Z,October Mist 1495 | Benjamin Moore,2024-07-21T22:48:45Z,Color,"Evocative of the stem of a flower, this gently shaded sage anchors and uplifts.",650d633a3fb633324afcf6161c43826204085af7,1,,{},6241fe1d28ccbc99c8ddadeb,1495,Medium,Cool,B6B8A5,October Mist,,,Gray,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-078-hollingsworth-green-HC-141-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-141/hollingsworth-green,"['Hollingsworth Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-141/hollingsworth-green,2024-07-21T22:40:18Z,Hollingsworth Green HC-141 | Benjamin Moore,2024-07-21T22:40:18Z,Color,"A feather-light combination of green, blue and gray.",c3b74b8ba97769e1a4ef88f2ec55bdeef8b02d1f,1,,"{'title': 'Hollingsworth <em>Green</em> HC-141 | Benjamin Moore', 'sections': 'Hollingsworth <em>Green</em>', 'description': 'A feather-light combination of <em>green</em>, blue and gray.', 'color_name': 'Hollingsworth <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-141&#x2F;hollingsworth-<em>green</em>'}",6242ad38196a670e1d895cde,HC-141,Light,Cool,CCD4C4,Hollingsworth Green,,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-091-guilford-green-HC-116-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-116/guilford-green,"['Guilford Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-116/guilford-green,2024-07-22T00:15:41Z,Guilford Green HC-116 | Benjamin Moore,2024-07-22T00:15:40Z,Color,A gentle green hue with pleasing warm undertones.,30c65a442a898b35d8c2433b1f7d565b4fcef0ec,1,,"{'title': 'Guilford <em>Green</em> HC-116 | Benjamin Moore', 'sections': 'Guilford <em>Green</em>', 'description': 'A gentle <em>green</em> hue with pleasing warm undertones.', 'color_name': 'Guilford <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-116&#x2F;guilford-<em>green</em>'}",62423e7728ccbc8a33dd9d4f,HC-116,Light,Warm,CBCDAE,Guilford Green,,,Yellow,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-085-soft-fern-2144-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2144-40/soft-fern,"['Soft Fern', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2144-40/soft-fern,2024-07-21T21:00:09Z,Soft Fern 2144-40 | Benjamin Moore,2024-07-21T21:00:08Z,Color,A pleasing pale green misted with gray tones.,1814c4578a537d1e3d02b407e92c0b11e06b2109,1,,{'description': 'A pleasing pale <em>green</em> misted with gray tones.'},6242922e64441fee300048ea,2144-40,Medium,Warm,C8CAB2,Soft Fern,,,Gray,,,,,,,,,,,
